cid	text	author	votes	heart	paid	category	Entext	flair_sent_fast	flair_sent_en	pysent_sent	pysent_emot	pysent_hate	offense
UgzA6RECoh5kI2nQV9x4AaABAg	മനസാക്ഷി നശിക്കാത്ത എല്ലാവരും പ്രതികരിക്കണം ഇത് അവസാനത്തെ രാഷ്ട്രീയ കൊലപാതകമായിരിക്കണം	Kumars Pillai	68	False	None	People_and_Blogs	All those with a conscience must respond and this must be the last political murder	('POSITIVE', 0.8682360053062439)	('POSITIVE', 0.818695604801178)	NEG: 	others: 	:	1
UgzvGiRVvx1KRvK0MJp4AaABAg	കുഞ്ഞേ നീ മുത്താണ് ദൈവം അനുഗ്രഹിക്കട്ടെ 	Thomas T .T	123	False	None	People_and_Blogs	God bless you baby you are a pearl	('POSITIVE', 0.977497398853302)	('POSITIVE', 0.9968631267547607)	POS: 	joy: 	:	1
UgxrFWxX_33S3P5rdox4AaABAg	കേട്ടപ്പോൾ ഒരുപാടു വിഷമം  തോന്നി താങ്കളെ  ദൈവം  തന്നെ  രക്ഷിക്കട്ടെ 	kairaly pradeep	58	False	None	People_and_Blogs	I felt very sad when I heard it. May God save you	('NEGATIVE', 0.9021982550621033)	('NEGATIVE', 0.9950280785560608)	NEG: 	sadness: 	:	1
UgyQAd8FKe4FzKvnOqd4AaABAg	ഈ സ്നേഹിതനെ കാണുമ്പോൾ നമ്മുടെ ഹൃദയത്തിൽ നിന്ന് ദൈവത്തിന് ഒരായിരം നന്ദികൾ ഉയരും	Thomas. Varghese	586	False	None	People_and_Blogs	A thousand thanks to God will rise from our hearts when we see this friend	('POSITIVE', 0.997767448425293)	('POSITIVE', 0.9973541498184204)	POS: 	joy: 	:	1
UgzAJnTIqSUONx_kfnd4AaABAg	ദൈവദൂതനായ ജൂഡ്സൺ അങ്ങയെ ഞാൻ ഇരു കൈകൂപ്പി നമിക്കുന്നുവിശുദ്ധനായ തമ്പുരാൻ അങ്ങയെ അനുഗ്രഹിക്കട്ടെ 	K Vijayakumar	34	False	None	People_and_Blogs	Angel of God Judson I bow to you with folded hands Holy Lord bless you	('POSITIVE', 0.9934781789779663)	('POSITIVE', 0.9985281229019165)	POS: 	joy: 	:	1
Ugxio7N6qtb0BnPZYQZ4AaABAg	ഒരു തെറ്റും ചെയ്യാത്തവർ ഇവരെ കല്ലെറിയട്ടെഇവരിൽ കുറച്ചെങ്കിലും നന്മയുണ്ടെങ്കിൽ ദൈവം ഇവരെ രക്ഷിക്കട്ടെ അല്ലെങ്കിൽ ശിക്ഷിക്കട്ടെ 	Alex Wilson	180	False	None	People_and_Blogs	Let those who have done nothing wrong be stoned, and if there is some good among them, let God save them or punish them	('NEGATIVE', 0.5353861451148987)	('POSITIVE', 0.5889201164245605)	NEG: 	others:  	:	1
UgzJylLgOkNsAn222iV4AaABAg	ഒരുപാടു നല്ല ആളുകൾ ആ പെൺകുട്ടിക്ക് ഒപ്പം ഉണ്ട് എത്ര അമ്പലങ്ങളിൽ കോവാലൻ കയറി ഇറങ്ങി ദൈവം ഇവനൊപ്പം നീൽക്കില്ല	Bharatha Darshanam	18	False	None	People_and_Blogs	A lot of good people are with that girl, how many temples Kovalan goes up and down and God will not stay with him.	('POSITIVE', 0.8217269778251648)	('POSITIVE', 0.8530746698379517)	POS: 	others: 	:	1
UgyGnM5dKjylo_3rU154AaABAg	ഇരട്ട ചങ്കൻ തലയിലും തറയിലും വയ്ക്കാതെ പോറ്റി വളർത്തുന്ന അതിഥികൾ ആണ് അവരെ ഒന്നും പറയരുത് ഇരട്ട ചങ്കന്റെ ചങ്ക് തകരും	Shylaja Shyla	51	False	None	People_and_Blogs	Don't say anything to the guests who grow potty without putting double chankan on head and floor, the double chankan will break.	('NEGATIVE', 0.9600815773010254)	('NEGATIVE', 0.9998486042022705)	NEG: 	others:  	:	1
UgygCbtXcYLs4V24qxt4AaABAg	അധികാരികൾ  തെറ്റു  ചെയ്തെങ്കിൽ  എന്റെ  യേശു നല്ല വനാണ്  അവന്റെ  നാമം  ഉയരും അവന്റെ  ശിഷ്യന്മാർ  ഇനിയും  എഴുന്നേൽക്കും  തെറ്റു  ചെയ്യുന്നവരെ  ദൈവം  ശിക്ഷിക്കും ദൈവനാമം  മഹത്വം എടുക്കും അതിനെതിരായ്  ആര്  എഴുന്നേറ്റാലും  ദൈവം  എഴുന്നേൽക്കും	sheela Joseph	25	False	None	People_and_Blogs	If the authorities have done wrong, my Jesus is good, His name will be exalted, His disciples will rise again, God will punish those who do wrong, God's name will take glory, whoever rises against it, God will rise up.	('POSITIVE', 0.9959532022476196)	('POSITIVE', 0.9762097001075745)	POS: 	others:  	:	1
Ugw-AUw9cAlxC1VMvxd4AaABAg	ഹൃദയം തൊടുന്ന വാക്കുകൾ ഈശ്വരൻ ഉമക്ക് എല്ലാം സഹിക്കാനുള്ള ശക്തി തരട്ടെ എന്ന് പ്രാർത്ഥിക്കാം 	Kumari Nandagopal	216	False	None	People_and_Blogs	Words that touch the heart Let's pray that God gives you the strength to endure everything	('POSITIVE', 0.9980986714363098)	('POSITIVE', 0.9923602938652039)	POS: 	sadness: 	:	1
UgzxRUA41wxJOjlZVGl4AaABAg	സഹോദരിയുടെ വിശദീകരണം കേട്ടപ്പൊഴ് ശരിക്കും  അറിയാതെ കണ്ണു നനഞ്ഞു പോയി ഭാവി ജീവിതത്തിൽ മുന്നേറാൻ ദൈവം  മനസ്സിന് കരുത്ത് തരട്ടെ	Rethnakaran M	252	False	None	People_and_Blogs	May God give strength to his mind to move forward in his future life without really knowing his sister's explanation	('POSITIVE', 0.9863510727882385)	('POSITIVE', 0.8584513664245605)	NEU: 	others: 	:	1
Ugzax5uZf6NZlCvNXJZ4AaABAg	സത്യങ്ങൾ വിളിച്ചു പറയാൻ ഒട്ടും മടികാണിക്കാത്ത നല്ല മനുഷ്യൻ അദ്ദേഹത്തെ ദൈവം അനുഗ്രഹിക്കട്ടെ ആമീൻ	Muhammed Haneefa	249	False	None	People_and_Blogs	A good man who does not hesitate to speak the truth, may God bless him, Amen	('POSITIVE', 0.9943189024925232)	('POSITIVE', 0.9949108958244324)	POS: 	joy: 	:	1
UgxZ9ZCvvTmO33_4V3l4AaABAg	ഒക്കെ കേട്ടപ്പോൾ കണ്ണ് നനഞ്ഞു പോയി ദൈവം സഹായിക്കട്ടെ  	rajan veegee	24	False	None	People_and_Blogs	My eyes got wet when I heard that, may God help me	('NEGATIVE', 0.6504681706428528)	('NEGATIVE', 0.9959591031074524)	NEG:  	fear: 	:	1
UgyORUxbyPuuPDOJ26R4AaABAg	അവനെ വെറുതെ വിടരുത് ആ കുട്ടിക്ക് ജീവനാശം കൊടുത്ത് മാറ്റി താമസിക്കണം ഒരിക്കലും അവന്റെ കൂടെ താമസിക്കാത്തതാണ് ജീവന് നല്ലത്	Mary Joseph	62	False	None	People_and_Blogs	Don't leave him alone, kill that kid and move him, it's better for life to never live with him	('NEGATIVE', 0.809874951839447)	('NEGATIVE', 0.6635419726371765)	NEG: 	others: 	aggressive :   	1
UgxnNSsJkQpPDA0xcNl4AaABAg	യൂസഫലി സാറിന് ഈ കാരുണ്യ പ്രവർത്തനങ്ങൾക്ക് എന്ത് പറയണമെന്ന് അറിയില്ലഎത്ര പറഞ്ഞാലും തീരാത്ത കടപ്പാട്ദൈവം എപ്പോഴും താങ്കളോട് ഒപ്പം ഉണ്ടാക്കുംനന്ദി നന്ദി സാർ 	Anil Kumar	23	False	None	People_and_Blogs	Yousafali sir I don't know what to say for these acts of mercy no matter how much I say thank you God will always be with you thank you sir	('POSITIVE', 0.725730836391449)	('POSITIVE', 0.9893209934234619)	POS: 	joy: 	:	1
UgwvTYS5jJFqmDbgiEN4AaABAg	ഏതു ദേവാലയത്തിൽ ആയാലും ഏകാഗ്രതയോടു ജനങ്ങൾ പ്രാർത്ഥിച്ചാൽ ദൈവം നമ്മുടെ പ്രാർത്ഥന കേൾക്കും നിച്ഛയം	Aynoo''s World	5	False	None	People_and_Blogs	If people pray with concentration in any temple, God will hear our prayers	('POSITIVE', 0.9918515086174011)	('POSITIVE', 0.9958030581474304)	NEU:  	others: 	:	1
UgyXBBoHugLlDyO86L14AaABAg	 ഭാരതത്തിൽ ദൈവം  എന്ന പദം കൊണ്ടുദ്ദേശിക്കുന്ന  ശക്തി   ചാരാരങ്ങളുടെ ഉള്ളിൽ ആണ് ഇരിക്കുന്നത്    അള്ളാൻ  ഏഴാം ആകാശത്തിനപ്പുറം മലക്കുകൾ താങ്ങി കസേരയിൽ ഇരുത്തിയിരിക്കുന്നു   എങ്ങനെ രണ്ടും ഒന്നാവും  ഓതുന്നത് നിഷിദ്ധം എന്നത്  ശരി  പക്ഷേ  തുപ്പുന്നത്  മുഹമ്മത് പഠിപ്പിച്ച സുന്നത്തും അന്യ മതസ്ഥരെക്കൊന്നും എന്റെ ഭരണം സ്ഥാപിച്ചു തരാൻ  പറയുന്ന  അള്ളാനേ മറ്റുള്ളവർ വിശ്വസിക്കണോ 	sukumara pillai	2	False	None	People_and_Blogs	In India, the power referred to by the word God resides within the thrones of Allah. He is supported by angels beyond the seventh heaven and seated on a chair. How can it be forbidden to recite the two together?	('POSITIVE', 0.9818540811538696)	('POSITIVE', 0.9961684346199036)	NEU: 	others: 	:	1
UgxjOaVdbyCmBaJ_xzR4AaABAg	സാജൻസർഈ വാർത്ത  (സത്യമെങ്കിൽ)പബ്ലിഷ് ചെയ്യാനുള്ള മനക്കരുത്ത് നല്കിയ ദൈവത്തിനു സ്തുതി	Subramanian as	69	False	None	People_and_Blogs	Praise be to God who gave me the courage to publish this news (if it is true).	('POSITIVE', 0.9643084406852722)	('POSITIVE', 0.8638362288475037)	POS: 	joy: 	:	1
UgwW3j1bVHGrn04nt_14AaABAg	വിജയൻചേട്ടൻ ഇരിക്കുവോളം കേരളജനത നരകിക്കും കിറ്റ് തയാറാകുന്നുണ്ട് 	Shoma S	121	False	None	People_and_Blogs	As long as Vijayan Chettan sits, the kit is ready to make the people of Kerala go to hell	('POSITIVE', 0.6930951476097107)	('NEGATIVE', 0.9998061060905457)	NEG: 	others: 	aggressive :  	1
UgyoxLdCzbDyxf9vbG94AaABAg	ബൈക്ക് യാത്രക്കാന്റെ ജീവൻ രക്ഷിച്ച ദൈവത്തിന് സ്തുതിയായിരിക്കട്ടെ 	Aaa ultimate sincerity	376	False	None	People_and_Blogs	Praise God for saving the biker's life	('POSITIVE', 0.9875524044036865)	('POSITIVE', 0.9900400042533875)	POS: 	joy: 	:	1
Ugwbw7jpgVI49Out5rN4AaABAg	ജനങ്ങൾ  ഒന്നിച്ചു നിൽക്കണം പാർട്ടി ജാതി മതം  ഇല്ല ദൈവം തന്ന  ജീവൻ  ബലി കൊടുക്കല്ലേ പാവങ്ങൾ നമുക്ക് നീതി  കിട്ടല്ലേ പാർത്ഥിക്കുക പ്രവർത്തിക്കുക 	Radhakrishnan R	92	False	None	People_and_Blogs	People should stand together, there is no party, caste, religion, don't sacrifice your life given by God, poor people, don't we get justice, celebrate, work.	('NEGATIVE', 0.8980486989021301)	('POSITIVE', 0.9376415014266968)	NEU: 	others: 	:	1
UgypBLAKbJrArVUA--V4AaABAg	ഗഞ്ചാവ് അടിച്ചു വേറെ ലെവൽ ആയതാണ്	Azhakan Karavoor	8	False	None	People_and_Blogs	Hitting ganja is on another level	('NEGATIVE', 0.6188498139381409)	('NEGATIVE', 0.6972842216491699)	NEU: 	others: 	:	1
UgwIqktWVBDj71H0kgx4AaABAg	കരിം എന്ന മനുഷ്യന്റെ സങ്കടം ദൈവം കാണട്ടെ	Reshma Bai	81	False	None	People_and_Blogs	May God see the sorrow of Karim	('POSITIVE', 0.8462920188903809)	('POSITIVE', 0.5101369619369507)	NEU: 	sadness: 	:	1
Ugzf4KtcGG3ZLkueG_R4AaABAg	ഒരു കുഞ്ഞു മനസ്സിനെ (ദൈവത്തിനെ )എല്ലാവരും മറന്നുഅനുഭവിക്കും	Thulasi Mohan	3	False	None	People_and_Blogs	A child mind (God) will be forgotten by everyone	('POSITIVE', 0.8952072262763977)	('NEGATIVE', 0.9149065613746643)	NEU: 	sadness: 	:	1
UgwHGI_I2q_Dt-_HrMh4AaABAg	ഈ നല്ലവരായ പോലീസുകരെ ദൈവം അനുഗ്രഹിക്കട്ടെ	Madhu P	19	False	None	People_and_Blogs	God bless these good cops	('POSITIVE', 0.9681196808815002)	('POSITIVE', 0.9979654550552368)	POS: 	joy: 	:	1
Ugy822aPC_Lc87DexyZ4AaABAg	എന്റെ ദൈവമേ ആ അമ്മക്ക് നീതി കിട്ടണേ അമ്മ  ജീവിച്ചിരിക്കുമ്പോൾ മക്കൾ മരണപ്പെട്ടാൽ ആ അമ്മക്കുണ്ടാകുന്ന  വേദന 	Neha  karthika	395	False	None	People_and_Blogs	Oh my god, that mother should get justice, the pain of that mother if her children die while she is alive	('POSITIVE', 0.973612368106842)	('NEGATIVE', 0.955412745475769)	NEG: 	sadness: 	:	1
UgxmoWuZJXkiqYYDzrR4AaABAg	ദൈവമേ ഇത് പോലൊരു വിധി ആർക്കും ഉണ്ടാവരുതേ 	Devika Ka	179	False	None	People_and_Blogs	God, don't let anyone have a fate like this	('POSITIVE', 0.9790027737617493)	('NEGATIVE', 0.84763503074646)	NEU:  	others: 	:	1
UgxvCxoQiqHip6bv2kR4AaABAg	ചിലർക്ക് കുറച്ചു മണിക്കൂർ വിനോദത്തിനായി ലക്ഷങ്ങൾ ചിലവാകും ചില ദിവസം ഒരു കിളിയെ വാങ്ങാൻ പതിനായിരങ്ങൾ ചിലർക്ക് ലഹരിക്കായി ലക്ഷങ്ങൾചെലവ് വേറെ ചിലർക്ക് നരപരാധികളെങ്കിലും കൂട്ടക്കൊല ചെയ്യാൻ കോടികൾ ചെലവ് വേറെ സാധുക്കൾക്ക് ഉപജീവനത്തിനായി ഒരു അത്താണിയുമില്ലാതെ ഇങ്ങനെ ദയവായി സന്മനസുള്ളവർ ഒത്തു ചേരുക നന്ദിയും അനുമോദനവുംപ്രതീക്ഷിക്കാതെ കഴിയും വിധം സഹായിക്കൂ പ്രതിഫലം ആത്മീയ ആനന്ദമായി കരുതുക	Achaya Ayoon	36	False	None	People_and_Blogs	Some spend lakhs for a few hours of entertainment Some tens of thousands for a day Some spend lakhs for intoxicants Others spend crores to kill at least human criminals Some sadhus have no means of sustenance In this way please come together with sincere people Help as much as you can without expecting thanks and approval Consider the reward as spiritual bliss	('NEGATIVE', 0.9324264526367188)	('POSITIVE', 0.6820968389511108)	NEU: 	disgust: 	:	1
